C.brenneri WBID,C.brenneri assignment (CN),C.briggsae WBID,C.briggsae assignment (CN),C.remanei WBID,C.remanei assignment (CN)
WBGene00157087,A,WBGene00031583,A,WBGene00055117,A
WBGene00157102,A,WBGene00029085,A,WBGene00055187,A
WBGene00157104,A,WBGene00036559,A,WBGene00054789,A
WBGene00157107,A,WBGene00028410,A,WBGene00062573,A
WBGene00157108,A,WBGene00038479,A,WBGene00068639,A
WBGene00157109,A,WBGene00040717,A,WBGene00060563,A
WBGene00157115,A,WBGene00023757,A,WBGene00061368,A
WBGene00157118,A,WBGene00025936,A,WBGene00053492,A
WBGene00157125,X,WBGene00034972,X,WBGene00051810,X
WBGene00157131,A,WBGene00026071,A,WBGene00053326,A
WBGene00157132,X,WBGene00036220,X,WBGene00077281,X
WBGene00157135,A,WBGene00027561,A,WBGene00067962,A
WBGene00157147,X,WBGene00037030,X,WBGene00058321,X
WBGene00157148,X,WBGene00032111,X,WBGene00051470,X
WBGene00157151,X,WBGene00036249,X,WBGene00081862,X
WBGene00157153,X,WBGene00035206,X,WBGene00051586,X
WBGene00157154,A,WBGene00029336,A,WBGene00064660,A
WBGene00157174,A,WBGene00087072,A,WBGene00057504,A
WBGene00157175,A,WBGene00042330,A,WBGene00066457,A
WBGene00157183,X,WBGene00027598,X,WBGene00051523,X
WBGene00157189,X,WBGene00029577,X,WBGene00058547,X
WBGene00157192,A,WBGene00030481,A,WBGene00060872,A
WBGene00157197,X,WBGene00036080,X,WBGene00059799,X
WBGene00157202,A,WBGene00041749,A,WBGene00052430,A
WBGene00157205,A,WBGene00037558,A,WBGene00061778,A
WBGene00157212,X,WBGene00031973,X,WBGene00068448,X
WBGene00157225,A,WBGene00033386,A,WBGene00059936,A
WBGene00157237,A,WBGene00037664,A,WBGene00061655,A
WBGene00157243,X,WBGene00034838,X,WBGene00051921,X
WBGene00157245,X,WBGene00035758,X,WBGene00051009,X
WBGene00157246,A,WBGene00034481,A,WBGene00071424,A
WBGene00157253,X,WBGene00034691,X,WBGene00052093,X
WBGene00157256,A,WBGene00035860,A,WBGene00065374,A
WBGene00157258,A,WBGene00039812,A,WBGene00054478,A
WBGene00157261,X,WBGene00035070,X,WBGene00051713,X
WBGene00157264,X,WBGene00023562,X,WBGene00051172,X
WBGene00157265,A,WBGene00037608,A,WBGene00062961,A
WBGene00157267,A,WBGene00038278,A,WBGene00079700,A
WBGene00157269,A,WBGene00033138,A,WBGene00058100,A
WBGene00157270,X,WBGene00036217,X,WBGene00077285,X
WBGene00157277,X,WBGene00029928,X,WBGene00060177,X
WBGene00157284,X,WBGene00034733,X,WBGene00052044,X
WBGene00157287,A,WBGene00024073,A,WBGene00053804,A
WBGene00157288,A,WBGene00025520,A,WBGene00055634,A
WBGene00157296,A,WBGene00024717,A,WBGene00053120,A
WBGene00157301,A,WBGene00028841,A,WBGene00062068,A
WBGene00157308,A,WBGene00033318,A,WBGene00060010,A
WBGene00157320,A,WBGene00026108,A,WBGene00053281,A
WBGene00157322,A,WBGene00031403,A,WBGene00054954,A
WBGene00157332,A,WBGene00031919,A,WBGene00070858,A
WBGene00157338,A,WBGene00030401,A,WBGene00052685,A
WBGene00157367,X,WBGene00035016,X,WBGene00051770,X
WBGene00157370,A,WBGene00031056,A,WBGene00059013,A
WBGene00157375,A,WBGene00040211,A,WBGene00067012,A
WBGene00157378,A,WBGene00026143,A,WBGene00053245,A
WBGene00157380,A,WBGene00042680,A,WBGene00055731,A
WBGene00157382,X,WBGene00036176,X,WBGene00077234,X
WBGene00157385,X,WBGene00032156,X,WBGene00051421,X
WBGene00157397,A,WBGene00026395,A,WBGene00055777,A
WBGene00157403,A,WBGene00030837,A,WBGene00054814,A
WBGene00157405,X,WBGene00025184,X,WBGene00058204,X
WBGene00157408,A,WBGene00030752,A,WBGene00055581,A
WBGene00157410,A,WBGene00039950,A,WBGene00061412,A
WBGene00157412,A,WBGene00028028,A,WBGene00063519,A
WBGene00157413,X,WBGene00034860,X,WBGene00051902,X
WBGene00157421,A,WBGene00024738,A,WBGene00053100,A
WBGene00157424,A,WBGene00030069,A,WBGene00070445,A
WBGene00157436,A,WBGene00025890,A,WBGene00053541,A
WBGene00157445,A,WBGene00035918,A,WBGene00063425,A
WBGene00157448,A,WBGene00030871,A,WBGene00058821,A
WBGene00157455,A,WBGene00038543,A,WBGene00072391,A
WBGene00157458,A,WBGene00035615,A,WBGene00061528,A
WBGene00157460,A,WBGene00031567,A,WBGene00055101,A
WBGene00157470,A,WBGene00035563,A,WBGene00064827,A
WBGene00157472,A,WBGene00032303,A,WBGene00053972,A
WBGene00157478,A,WBGene00039344,A,WBGene00055993,A
WBGene00157480,A,WBGene00042068,A,WBGene00067470,A
WBGene00157495,A,WBGene00031561,A,WBGene00055094,A
WBGene00157504,A,WBGene00025922,A,WBGene00053507,A
WBGene00157515,A,WBGene00026412,A,WBGene00061548,A
WBGene00157525,A,WBGene00034000,A,WBGene00063096,A
WBGene00157527,A,WBGene00026168,A,WBGene00053212,A
WBGene00157533,X,WBGene00030060,A,WBGene00070009,A
WBGene00157536,X,WBGene00034686,X,WBGene00052099,X
WBGene00157540,A,WBGene00025937,A,WBGene00053491,A
WBGene00157543,X,WBGene00027755,X,WBGene00058756,X
WBGene00157544,A,WBGene00031379,A,WBGene00054866,A
WBGene00157545,A,WBGene00030275,A,WBGene00056329,A
WBGene00157551,X,WBGene00030597,X,WBGene00072961,X
WBGene00157555,X,WBGene00036190,X,WBGene00077320,X
WBGene00157559,X,WBGene00036969,X,WBGene00058265,X
WBGene00157569,A,WBGene00029174,A,WBGene00073013,A
WBGene00157570,A,WBGene00032697,A,WBGene00064340,A
WBGene00157572,X,WBGene00032191,X,WBGene00051387,X
WBGene00157580,A,WBGene00028698,A,WBGene00053137,A
WBGene00157582,X,WBGene00036576,X,WBGene00051320,X
WBGene00157589,X,WBGene00036229,X,WBGene00077261,X
WBGene00157591,A,WBGene00036413,A,WBGene00069372,A
WBGene00157593,X,WBGene00037119,X,WBGene00058366,X
WBGene00157598,A,WBGene00032369,A,WBGene00054240,A
WBGene00157601,A,WBGene00038327,A,WBGene00052260,A
WBGene00157603,A,WBGene00032602,A,WBGene00052872,A
WBGene00157617,A,WBGene00039185,A,WBGene00076790,A
WBGene00157618,A,WBGene00030324,A,WBGene00052599,A
WBGene00157619,A,WBGene00041750,A,WBGene00052431,A
WBGene00157625,A,WBGene00039962,A,WBGene00055402,A
WBGene00157634,X,WBGene00034882,X,WBGene00051879,X
WBGene00157636,A,WBGene00024940,A,WBGene00062791,A
WBGene00157637,A,WBGene00031326,A,WBGene00054928,A
WBGene00157643,X,WBGene00029688,X,WBGene00058672,X
WBGene00157677,X,WBGene00034948,X,WBGene00051836,X
WBGene00157679,A,WBGene00039835,A,WBGene00054511,A
WBGene00157686,X,WBGene00034752,X,WBGene00052021,X
WBGene00157711,ambiguous,WBGene00030997,A,WBGene00058951,A
WBGene00157718,A,WBGene00025288,A,WBGene00059855,A
WBGene00157720,A,WBGene00033195,A,WBGene00062425,A
WBGene00157733,X,WBGene00029468,X,WBGene00065280,X
WBGene00157746,A,WBGene00037577,A,WBGene00061797,A
WBGene00157752,X,WBGene00025227,X,WBGene00058161,X
WBGene00157753,A,WBGene00034299,A,WBGene00064554,A
WBGene00157756,A,WBGene00024289,A,WBGene00071650,A
WBGene00157762,A,WBGene00041490,A,WBGene00066253,A
WBGene00157767,A,WBGene00032605,A,WBGene00052869,A
WBGene00157770,X,WBGene00036342,X,WBGene00063255,X
WBGene00157771,X,WBGene00036356,X,WBGene00063269,X
WBGene00157777,A,WBGene00031916,A,WBGene00064613,A
WBGene00157784,A,WBGene00027204,A,WBGene00064390,A
WBGene00157785,A,WBGene00028085,A,WBGene00065987,A
WBGene00157790,X,WBGene00035027,X,WBGene00051759,X
WBGene00157805,X,WBGene00025056,X,WBGene00063196,X
WBGene00157807,X,WBGene00029554,X,WBGene00058517,X
WBGene00157809,A,WBGene00037275,A,WBGene00074932,A
WBGene00157815,X,WBGene00035150,X,WBGene00051625,X
WBGene00157820,A,WBGene00034647,A,WBGene00072733,A
WBGene00157822,A,WBGene00041421,A,WBGene00061823,A
WBGene00157825,X,WBGene00029578,X,WBGene00058548,X
WBGene00157827,X,WBGene00034771,X,WBGene00051998,X
WBGene00157833,A,WBGene00031027,A,WBGene00058998,A
WBGene00157834,A,WBGene00030291,A,WBGene00056317,A
WBGene00157838,A,WBGene00038855,A,WBGene00055493,A
WBGene00157839,A,WBGene00024158,A,WBGene00053153,A
WBGene00157842,A,WBGene00037706,A,WBGene00055875,A
WBGene00157843,A,WBGene00031076,A,WBGene00059040,A
WBGene00157852,A,WBGene00031254,A,WBGene00052947,A
WBGene00157854,A,WBGene00032591,A,WBGene00052882,A
WBGene00157861,A,WBGene00025685,A,WBGene00054094,A
WBGene00157869,A,WBGene00027206,A,WBGene00064388,A
WBGene00157870,A,WBGene00025881,A,WBGene00053550,A
WBGene00157873,A,WBGene00031592,A,WBGene00055124,A
WBGene00157875,X,WBGene00036038,X,WBGene00070118,X
WBGene00157876,A,WBGene00025313,A,WBGene00059877,A
WBGene00157877,A,WBGene00029153,A,WBGene00072067,A
WBGene00157882,A,WBGene00037957,A,WBGene00057763,A
WBGene00157884,A,WBGene00034270,A,WBGene00064548,A
WBGene00157899,A,WBGene00031402,A,WBGene00054953,A
WBGene00157900,A,WBGene00033383,A,WBGene00059938,A
WBGene00157904,X,WBGene00023627,X,WBGene00051096,X
WBGene00157905,A,WBGene00028092,A,WBGene00065964,A
WBGene00157909,A,WBGene00034565,A,WBGene00071905,A
WBGene00157933,A,WBGene00042737,A,WBGene00055704,A
WBGene00157947,A,WBGene00030990,A,WBGene00058944,A
WBGene00157954,X,WBGene00035040,X,WBGene00051743,X
WBGene00157958,X,WBGene00029551,X,WBGene00058514,X
WBGene00157960,X,WBGene00025043,X,WBGene00063210,X
WBGene00157961,A,WBGene00037548,A,WBGene00061767,A
WBGene00157983,X,WBGene00034864,X,WBGene00051897,X
WBGene00157984,X,WBGene00027730,X,WBGene00058782,X
WBGene00158005,X,WBGene00034962,X,WBGene00051817,X
WBGene00158011,A,WBGene00042328,A,WBGene00066455,A
WBGene00158016,A,WBGene00028450,A,WBGene00062619,A
WBGene00158018,A,WBGene00031904,A,WBGene00072300,A
WBGene00158020,A,WBGene00023976,A,WBGene00066417,A
WBGene00158024,A,WBGene00041818,A,WBGene00052508,A
WBGene00158025,X,WBGene00036910,X,WBGene00058491,X
WBGene00158027,A,WBGene00040045,A,WBGene00070630,A
WBGene00158041,A,WBGene00025339,A,WBGene00059896,A
WBGene00158042,A,WBGene00025896,A,WBGene00053535,A
WBGene00158044,A,WBGene00025674,A,WBGene00054084,A
WBGene00158053,A,WBGene00035835,A,WBGene00066482,A
WBGene00158063,A,WBGene00029081,A,WBGene00055206,A
WBGene00158081,A,WBGene00041398,A,WBGene00064506,A
WBGene00158083,A,WBGene00031356,A,WBGene00054890,A
WBGene00158087,A,WBGene00039136,A,WBGene00070286,A
WBGene00158089,X,WBGene00035038,X,WBGene00051746,X
WBGene00158090,A,WBGene00029254,A,WBGene00064178,A
WBGene00158091,A,WBGene00040832,A,WBGene00060467,A
WBGene00158092,A,WBGene00026930,A,WBGene00057114,A
WBGene00158098,A,WBGene00028008,A,WBGene00069590,A
WBGene00158107,A,WBGene00039849,A,WBGene00054524,A
WBGene00158109,A,WBGene00041448,A,WBGene00061876,A
WBGene00158116,A,WBGene00035562,A,WBGene00064851,A
WBGene00158129,X,WBGene00029645,X,WBGene00058622,X
WBGene00158139,A,WBGene00032898,A,WBGene00065417,A
WBGene00158141,A,WBGene00023966,A,WBGene00070700,A
WBGene00158145,A,WBGene00037648,A,WBGene00061667,A
WBGene00158147,X,WBGene00037182,X,WBGene00058417,X
WBGene00158155,X,WBGene00036956,X,WBGene00058246,X
WBGene00158165,A,WBGene00038079,A,WBGene00055958,A
WBGene00158166,A,WBGene00026011,A,WBGene00053396,A
WBGene00158175,X,WBGene00029646,X,WBGene00058623,X
WBGene00158177,A,WBGene00040050,A,WBGene00070642,A
WBGene00158180,A,WBGene00031549,A,WBGene00055086,A
WBGene00158181,A,WBGene00088419,A,WBGene00052713,A
WBGene00158182,A,WBGene00030350,A,WBGene00052628,A
WBGene00158184,A,WBGene00026387,A,WBGene00068824,A
WBGene00158188,A,WBGene00032801,A,WBGene00067922,A
WBGene00158190,A,WBGene00039265,A,WBGene00062268,A
WBGene00158194,A,WBGene00026454,A,WBGene00061585,A
WBGene00158206,A,WBGene00025931,A,WBGene00053498,A
WBGene00158209,X,WBGene00035177,X,WBGene00051599,X
WBGene00158226,A,WBGene00025913,A,WBGene00053516,A
WBGene00158227,A,WBGene00031196,A,WBGene00065045,A
WBGene00158228,A,WBGene00027983,A,WBGene00063566,A
WBGene00158229,A,WBGene00037829,A,WBGene00055750,A
WBGene00158231,X,WBGene00029694,X,WBGene00058677,X
WBGene00158233,A,WBGene00031375,A,WBGene00054870,A
WBGene00158242,A,WBGene00029238,A,WBGene00084296,A
WBGene00158247,A,WBGene00036497,A,WBGene00054703,A
WBGene00158252,X,WBGene00037179,X,WBGene00058415,X
WBGene00158254,X,WBGene00029563,X,WBGene00058530,X
WBGene00158256,X,WBGene00029426,X,WBGene00065311,X
WBGene00158266,A,WBGene00024027,A,WBGene00053844,A
WBGene00158282,A,WBGene00025610,A,WBGene00054016,A
WBGene00158283,A,WBGene00034109,A,WBGene00062991,A
WBGene00158286,A,WBGene00034282,A,WBGene00064584,A
WBGene00158295,A,WBGene00042674,A,WBGene00055739,A
WBGene00158302,A,WBGene00025911,A,WBGene00053518,A
WBGene00158308,A,WBGene00039748,A,WBGene00057648,A
WBGene00158332,A,WBGene00025953,A,WBGene00053471,A
WBGene00158336,A,WBGene00039423,A,WBGene00067015,A
WBGene00158339,X,WBGene00035232,X,WBGene00051561,X
WBGene00158343,X,WBGene00036606,X,WBGene00051290,X
WBGene00158347,A,WBGene00029169,A,WBGene00070903,A
WBGene00158350,A,WBGene00035586,A,WBGene00067731,A
WBGene00158354,A,WBGene00038230,A,WBGene00052153,A
WBGene00158359,A,WBGene00037611,A,WBGene00062964,A
WBGene00158365,A,WBGene00029271,A,WBGene00064623,A
WBGene00158368,A,WBGene00031125,A,WBGene00059096,A
WBGene00158370,A,WBGene00028958,A,WBGene00084234,A
WBGene00158372,A,WBGene00025944,A,WBGene00053482,A
WBGene00158381,A,WBGene00034081,A,WBGene00063017,A
WBGene00158389,X,WBGene00032122,X,WBGene00051459,X
WBGene00158397,A,WBGene00033949,A,WBGene00054318,A
WBGene00158400,A,WBGene00036454,A,WBGene00054656,A
WBGene00158410,A,WBGene00037756,A,WBGene00055823,A
WBGene00158415,A,WBGene00034116,A,WBGene00053777,A
WBGene00158422,X,WBGene00023555,X,WBGene00051179,X
WBGene00158424,X,WBGene00089165,X,WBGene00051621,X
WBGene00158428,A,WBGene00030589,A,WBGene00057962,A
WBGene00158432,X,WBGene00034912,X,WBGene00051851,X
WBGene00158440,A,WBGene00031269,A,WBGene00066231,A
WBGene00158458,A,WBGene00035647,A,WBGene00066411,A
WBGene00158460,A,WBGene00031345,A,WBGene00054906,A
WBGene00158461,X,WBGene00029685,X,WBGene00058669,X
WBGene00158462,A,WBGene00026187,A,WBGene00084313,A
WBGene00158463,A,WBGene00037526,A,WBGene00061743,A
WBGene00158465,A,WBGene00033899,A,WBGene00054265,A
WBGene00158468,A,WBGene00040269,A,WBGene00071685,A
WBGene00158469,A,WBGene00032657,A,WBGene00064820,A
WBGene00158471,A,WBGene00030373,A,WBGene00052662,A
WBGene00158476,X,WBGene00029366,X,WBGene00066166,X
WBGene00158478,A,WBGene00034065,A,WBGene00063033,A
WBGene00158485,X,WBGene00036719,X,WBGene00051188,X
WBGene00158487,A,WBGene00027969,A,WBGene00063547,A
WBGene00158491,X,WBGene00036227,X,WBGene00077263,X
WBGene00158496,X,WBGene00036614,X,WBGene00051281,X
WBGene00158498,A,WBGene00032671,A,WBGene00070392,A
WBGene00158500,A,WBGene00030786,A,WBGene00066754,A
WBGene00158505,A,WBGene00037557,A,WBGene00061777,A
WBGene00158511,A,WBGene00031432,A,WBGene00054979,A
WBGene00158515,A,WBGene00030461,A,WBGene00055928,A
WBGene00158516,A,WBGene00035862,A,WBGene00065376,A
WBGene00158518,A,WBGene00028933,A,WBGene00052807,A
WBGene00158520,A,WBGene00029189,A,WBGene00071360,A
WBGene00158527,A,WBGene00025947,A,WBGene00053478,A
WBGene00158550,A,WBGene00032583,A,WBGene00052890,A
WBGene00158551,A,WBGene00042431,A,WBGene00061913,A
WBGene00158557,A,WBGene00026399,A,WBGene00061537,A
WBGene00158561,A,WBGene00041856,A,WBGene00084184,A
WBGene00158583,A,WBGene00031690,X,WBGene00059640,A
WBGene00158586,A,WBGene00039268,A,WBGene00062265,A
WBGene00158587,A,WBGene00031464,A,WBGene00055028,A
WBGene00158598,X,WBGene00035771,X,WBGene00051028,X
WBGene00158600,X,WBGene00036216,X,WBGene00077288,X
WBGene00158601,A,WBGene00025562,A,WBGene00057269,A
WBGene00158609,X,WBGene00034947,X,WBGene00051837,X
WBGene00158611,A,WBGene00025625,A,WBGene00054032,A
WBGene00158622,X,WBGene00032186,X,WBGene00051393,X
WBGene00158627,A,WBGene00038845,A,WBGene00055483,A
WBGene00158628,A,WBGene00036542,A,WBGene00054771,A
WBGene00158631,A,WBGene00035875,A,WBGene00065365,A
WBGene00158634,A,WBGene00040407,A,WBGene00063844,A
WBGene00158642,A,WBGene00035836,A,WBGene00066483,A
WBGene00158647,A,WBGene00040572,A,WBGene00081187,A
WBGene00158651,A,WBGene00027203,A,WBGene00064391,A
WBGene00158670,A,WBGene00029234,A,WBGene00064191,A
WBGene00158688,A,WBGene00040085,A,WBGene00079073,short
WBGene00158695,A,WBGene00023888,A,WBGene00053971,A
WBGene00158698,A,WBGene00033957,A,WBGene00054333,A
WBGene00158699,A,WBGene00040777,A,WBGene00060502,A
WBGene00158715,X,WBGene00035144,X,WBGene00051631,X
WBGene00158716,A,WBGene00035546,A,WBGene00065397,A
WBGene00158718,A,WBGene00030413,A,WBGene00052700,A
WBGene00158720,A,WBGene00035645,A,WBGene00066413,A
WBGene00158725,X,WBGene00029541,X,WBGene00058511,X
WBGene00158743,A,WBGene00024921,A,WBGene00062810,A
WBGene00158745,A,WBGene00041985,A,WBGene00067454,A
WBGene00158751,A,WBGene00027684,A,WBGene00055698,A
WBGene00158765,X,WBGene00027731,X,WBGene00058781,X
WBGene00158770,X,WBGene00029683,X,WBGene00058667,X
WBGene00158772,X,WBGene00029930,X,WBGene00060179,X
WBGene00158775,A,WBGene00026945,A,WBGene00057136,A
WBGene00158782,A,WBGene00030940,A,WBGene00058891,A
WBGene00158784,A,WBGene00025929,A,WBGene00053499,A
WBGene00158790,X,WBGene00037002,X,WBGene00058297,X
WBGene00158795,A,WBGene00031482,A,WBGene00055018,A
WBGene00158801,X,WBGene00034842,X,WBGene00051917,X
WBGene00158804,A,WBGene00023760,A,WBGene00061373,A
WBGene00158806,A,WBGene00031454,A,WBGene00055001,A
WBGene00158807,A,WBGene00037581,A,WBGene00061802,A
WBGene00158813,A,WBGene00025637,A,WBGene00054044,A
WBGene00158820,A,WBGene00034336,A,WBGene00071275,A
WBGene00158822,X,WBGene00000343,X,WBGene00052042,X
WBGene00158829,X,WBGene00036032,X,WBGene00081876,X
WBGene00158830,X,WBGene00034718,X,WBGene00052060,X
WBGene00158832,A,WBGene00028021,A,WBGene00063513,A
WBGene00158836,A,WBGene00026010,A,WBGene00053397,A
WBGene00158840,A,WBGene00025795,A,WBGene00053638,A
WBGene00158846,X,WBGene00041278,X,WBGene00065531,X
WBGene00158852,A,WBGene00036505,A,WBGene00054721,A
WBGene00158857,X,WBGene00035094,X,WBGene00051691,X
WBGene00158862,X,WBGene00041279,X,WBGene00065532,X
WBGene00158865,X,WBGene00035678,X,WBGene00065537,X
WBGene00158868,X,WBGene00035078,X,WBGene00051705,X
WBGene00158877,A,WBGene00023792,A,WBGene00067784,A
WBGene00158891,A,WBGene00028272,A,WBGene00062451,A
WBGene00158898,A,WBGene00033309,A,WBGene00060023,A
WBGene00158901,X,WBGene00029566,X,WBGene00058535,X
WBGene00158915,A,WBGene00041936,A,WBGene00057885,A
WBGene00158918,A,WBGene00030489,A,WBGene00060864,A
WBGene00158921,X,WBGene00029619,X,WBGene00058598,X
WBGene00158930,A,WBGene00031449,A,WBGene00054993,A
WBGene00158937,A,WBGene00025995,A,WBGene00053419,A
WBGene00158946,A,WBGene00030766,A,WBGene00055457,A
WBGene00158955,A,WBGene00037072,A,WBGene00055437,A
WBGene00158961,X,WBGene00034693,X,WBGene00052091,X
WBGene00158965,A,WBGene00035619,A,WBGene00064431,A
WBGene00158966,X,WBGene00034820,X,WBGene00051936,X
WBGene00158985,A,WBGene00027814,A,WBGene00070184,A
WBGene00158990,X,WBGene00029980,X,WBGene00060238,X
WBGene00158991,A,WBGene00032719,A,WBGene00064364,A
WBGene00158992,X,WBGene00035767,X,WBGene00051026,X
WBGene00158997,A,WBGene00026695,A,WBGene00066740,A
WBGene00159007,A,WBGene00033256,A,WBGene00064112,A
WBGene00159021,A,WBGene00035625,A,WBGene00064433,A
WBGene00159022,A,WBGene00031903,A,WBGene00069238,A
WBGene00159025,A,WBGene00031611,A,WBGene00055137,A
WBGene00159031,A,WBGene00033546,A,WBGene00068978,A
WBGene00159044,A,WBGene00039491,A,WBGene00063396,A
WBGene00159045,A,WBGene00026287,A,WBGene00065638,A
WBGene00159048,X,WBGene00027772,X,WBGene00058742,X
WBGene00159049,A,WBGene00040988,A,WBGene00058036,A
WBGene00159050,A,WBGene00025563,A,WBGene00057268,A
WBGene00159055,A,WBGene00038228,A,WBGene00052152,A
WBGene00159063,X,WBGene00029458,X,WBGene00065288,X
WBGene00159067,A,WBGene00038597,A,WBGene00083278,A
WBGene00159072,A,WBGene00023951,A,WBGene00053916,A
WBGene00159078,X,WBGene00037022,X,WBGene00058315,X
WBGene00159085,X,WBGene00036083,X,WBGene00059797,X
WBGene00159086,A,WBGene00032985,A,WBGene00056465,A
WBGene00159091,A,WBGene00035883,A,WBGene00055318,A
WBGene00159095,A,WBGene00088558,A,WBGene00085715,A
WBGene00159100,X,WBGene00034843,X,WBGene00051916,X
WBGene00159106,A,WBGene00041572,A,WBGene00072320,A
WBGene00159107,A,WBGene00042642,no.read,WBGene00055742,A
WBGene00159113,A,WBGene00030675,A,WBGene00055613,A
WBGene00159114,X,WBGene00032107,X,WBGene00051479,X
WBGene00159121,X,WBGene00029966,X,WBGene00060223,X
WBGene00159145,A,WBGene00041721,A,WBGene00052404,A
WBGene00159157,A,WBGene00031437,A,WBGene00054983,A
WBGene00159160,A,WBGene00040017,A,WBGene00086034,A
WBGene00159168,A,WBGene00039889,A,WBGene00054414,A
WBGene00159169,A,WBGene00031106,A,WBGene00059073,A
WBGene00159171,A,WBGene00034050,A,WBGene00063049,A
WBGene00159176,A,WBGene00025983,A,WBGene00053428,A
WBGene00159177,X,WBGene00036345,X,WBGene00063258,X
WBGene00159187,A,WBGene00041660,A,WBGene00052346,A
WBGene00159191,A,WBGene00039544,A,WBGene00057930,A
WBGene00159193,A,WBGene00033985,A,WBGene00063418,A
WBGene00159199,X,WBGene00027149,X,WBGene00058449,X
WBGene00159200,A,WBGene00029161,A,WBGene00070827,A
WBGene00159208,X,WBGene00034813,X,WBGene00051944,X
WBGene00159229,X,WBGene00035213,X,WBGene00051578,X
WBGene00159242,A,WBGene00037702,A,WBGene00055880,A
WBGene00159243,A,WBGene00036487,A,WBGene00054693,A
WBGene00159261,X,WBGene00034988,X,WBGene00051795,X
WBGene00159266,A,WBGene00036415,A,WBGene00069375,A
WBGene00159274,A,WBGene00039671,A,WBGene00057630,A
WBGene00159286,A,WBGene00040838,A,WBGene00060460,A
WBGene00159298,A,WBGene00030414,A,WBGene00052701,A
WBGene00159304,X,WBGene00034953,X,WBGene00051830,X
WBGene00159306,A,WBGene00039453,A,WBGene00072277,A
WBGene00159307,A,WBGene00028963,A,WBGene00052782,A
WBGene00159309,A,WBGene00038659,A,WBGene00072517,A
WBGene00159329,A,WBGene00089244,A,WBGene00068882,A
WBGene00159331,A,WBGene00034633,A,WBGene00067737,A
WBGene00159332,X,WBGene00034944,X,WBGene00051840,X
WBGene00159344,X,WBGene00036117,X,WBGene00059787,X
WBGene00159345,X,WBGene00037153,X,WBGene00058393,X
WBGene00159346,X,WBGene00036209,X,WBGene00077301,X
WBGene00159349,A,WBGene00031565,A,WBGene00055098,A
WBGene00159367,short,WBGene00025605,A,WBGene00054011,A
WBGene00159369,A,WBGene00038067,A,WBGene00055972,A
WBGene00159372,X,WBGene00034829,X,WBGene00077854,X
WBGene00159380,A,WBGene00028885,A,WBGene00062084,A
WBGene00159398,A,WBGene00037652,A,WBGene00061664,A
WBGene00159400,X,WBGene00035719,X,WBGene00070605,X
WBGene00159402,X,WBGene00035775,X,WBGene00051035,X
